*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   1        : N0 P0                     MZCER045 GHWA0401    1              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  1   : N0 P0                     MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 172   255     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 173   256     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 174   257     5    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.20    0.00    0.00
 2004 175   258     6    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.11    0.00    0.00
 2004 176   259     7    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.94    0.00    0.00
 2004 177   260     8    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.74    0.00    0.00
 2004 178   261     9    0.9    0.0    0.9   0.00   3.68    0.0    0.5    0.4    3.7   3.68   1.63    0.00    0.00
 2004 179   262    10    1.0    0.0    1.0   0.00   3.35    0.1    0.7    0.3    3.3   3.35   1.26    0.00    0.00
 2004 180   263    11    1.3    0.0    1.3   0.00   3.41    0.4    1.0    0.3    3.4   3.41   1.16    0.00    0.00
 2004 181   264    12    1.6    0.0    1.6   0.00   3.46    0.8    1.3    0.3    3.5   3.46   1.25    0.00    0.00
 2004 182   265    13    2.0    0.0    2.0   0.00   3.14    1.1    1.6    0.3    3.1   3.14   1.17    0.00    0.00
 2004 183   266    14    2.6    0.0    2.6   0.00   3.14    1.9    2.2    0.3    3.1   3.14   1.33    0.00    0.01
 2004 184   267    15    3.3    0.0    3.3   0.00   3.16    2.7    3.0    0.3    3.2   3.16   1.23    0.00    0.01
 2004 185   268    16    4.3    0.0    4.3   0.00   3.55    3.6    3.9    0.4    3.6   3.55   1.14    0.00    0.01
 2004 186   269    17    4.8    0.0    4.8   0.00   3.01    4.2    4.5    0.3    3.0   3.01   1.23    0.00    0.01
 2004 187   270    18    6.3    0.0    6.3   0.00   3.04    5.8    6.0    0.3    3.0   3.04   1.23    0.00    0.01
 2004 188   271    19    8.0    0.0    8.0   0.00   2.97    7.8    7.7    0.3    3.0   2.97   1.29    0.00    0.02
 2004 189   272    20   10.5    0.0   10.5   0.00   3.46   10.7   10.1    0.3    3.5   3.46   1.38    0.00    0.02
 2004 190   273    21   11.8    0.0   11.8   0.00   3.26   11.9   11.4    0.3    3.3   3.26   1.17    0.00    0.03
 2004 191   274    22   13.8    0.0   13.8   0.00   3.18   14.4   13.5    0.3    3.2   3.18   1.29    0.00    0.03
 2004 192   275    23   19.1    0.0   19.1   0.00   3.78   19.7   18.7    0.4    3.8   3.78   1.17    0.00    0.04
 2004 193   276    24   21.2    0.0   21.2   0.00   3.67   22.2   20.9    0.4    3.7   3.67   1.20    0.00    0.05
 2004 194   277    25   23.8    0.0   23.8   0.00   3.55   25.1   23.4    0.4    3.5   3.55   1.21    0.00    0.06
 2004 195   278    26   27.2    0.0   27.2   0.00   3.49   29.6   26.7    0.5    3.5   3.49   1.33    0.00    0.07
 2004 196   279    27   30.2    0.0   30.2   0.00   3.45   32.2   29.6    0.7    3.4   3.45   1.12    0.00    0.09
 2004 197   280    28   33.7    0.0   33.7   0.00   3.40   36.7   32.7    1.0    3.4   3.40   1.25    0.00    0.10
 2004 198   281    29   37.4    0.0   37.4   0.00   3.35   40.9   36.0    1.4    3.3   3.35   1.20    0.00    0.12
 2004 199   282    30   40.9    0.0   40.9   0.00   3.30   44.1   38.9    2.0    3.3   3.30   1.09    0.00    0.15
 2004 200   283    31   44.7    0.0   44.7   0.00   3.26   48.7   42.0    2.8    3.3   3.26   1.18    0.00    0.17
 2004 201   284    32   49.0    0.0   49.0   0.00   3.15   53.7   45.0    3.9    3.2   3.15   1.18    0.00    0.19
 2004 202   285    33   52.3    0.0   52.3   0.00   3.07   57.1   47.2    5.1    3.1   3.07   1.12    0.00    0.22
 2004 203   286    34   56.5    0.0   56.5   0.00   3.05   61.2   50.1    6.4    3.1   3.05   1.09    0.00    0.25
 2004 204   287    35   58.7    0.0   58.7   0.00   2.89   63.8   50.8    7.8    2.9   2.89   1.05    0.00    0.28
 2004 205   288    36   60.1    0.0   60.1   0.00   2.69   65.6   50.7    9.4    2.7   2.69   0.97    0.00    0.31
 2004 206   289    37   61.4    0.0   61.4   0.00   2.57   67.0   50.8   10.6    2.6   2.57   0.97    0.00    0.34
 2004 207   290    38   62.2    0.0   62.2   0.00   2.39   67.9   50.0   12.2    2.4   2.39   0.92    0.00    0.37
 2004 208   291    39   62.8    0.0   62.8   0.00   2.26   68.6   49.4   13.4    2.3   2.26   0.87    0.00    0.40
 2004 209   292    40   63.7    0.0   63.7   0.00   2.19   69.6   49.2   14.5    2.2   2.19   0.86    0.00    0.43
 2004 210   293    41   64.4    0.0   64.4   0.00   2.06   70.4   48.4   16.1    2.1   2.06   0.86    0.00    0.47
 2004 211   294    42   64.9    0.0   64.9   0.00   1.93   71.0   47.3   17.6    1.9   1.93   0.83    0.00    0.50
 2004 212   295    43   65.3    0.0   65.3   0.00   1.84   71.4   46.5   18.8    1.8   1.84   0.82    0.00    0.53
 2004 213   296    44   65.7    0.0   65.7   0.00   1.74   71.8   46.0   19.6    1.7   1.74   0.82    0.00    0.57
 2004 214   297    45   66.0    0.0   66.0   0.00   1.65   72.2   45.2   20.7    1.7   1.65   0.76    0.00    0.60
 2004 215   298    46   66.3    0.0   66.3   0.00   1.58   72.6   44.5   21.8    1.6   1.58   0.74    0.00    0.63
 2004 216   299    47   66.5    0.0   66.5   0.00   1.53   72.9   44.0   22.6    1.5   1.53   0.68    0.00    0.67
 2004 217   300    48   67.0    0.0   67.0   0.00   1.49   73.4   43.6   23.4    1.5   1.49   0.68    0.00    0.70
 2004 218   301    49   67.1    0.0   67.1   0.00   1.46   73.6   43.2   24.0    1.5   1.46   0.65    0.00    0.74
 2004 219   302    50   67.2    0.0   67.2   0.00   1.42   73.7   42.7   24.5    1.4   1.42   0.63    0.00    0.77
 2004 220   303    51   67.2    0.0   67.2   0.00   1.40   73.7   42.4   24.8    1.4   1.40   0.59    0.00    0.80
 2004 221   304    52   67.3    0.0   67.3   0.00   1.37   73.9   42.2   25.1    1.4   1.37   0.58    0.00    0.84
 2004 222   305    53   67.3    0.0   67.3   0.00   1.35   73.9   41.9   25.4    1.3   1.35   0.57    0.00    0.84
 2004 223   306    54   67.3    0.0   67.3   0.00   1.33   73.9   41.7   25.6    1.3   1.33   0.57    0.00    0.84
 2004 224   307    55   67.3    0.0   67.3   0.00   1.31   73.9   41.6   25.7    1.3   1.31   0.57    0.00    0.87
 2004 225   308    56   67.3    0.0   67.3   0.00   1.29   74.0   41.4   25.9    1.3   1.29   0.55    0.00    0.91
 2004 226   309    57   67.6    0.0   67.6   0.00   1.25   74.3   39.8   27.8    1.3   1.25   0.55    0.00    0.94
 2004 227   310    58   67.6    0.0   67.6   0.00   1.24   74.3   38.9   28.7    1.2   1.24   0.55    0.00    0.94
 2004 228   311    59   67.6    0.0   67.6   0.00   1.20   74.3   37.4   30.2    1.2   1.20   0.54    0.00    0.94
 2004 229   312    60   67.6    0.0   67.6   0.00   1.18   74.3   36.2   31.4    1.2   1.18   0.54    0.00    0.94
 2004 230   313    61   67.6    0.0   67.6   0.00   1.17   74.3   35.4   32.2    1.2   1.17   0.54    0.00    0.94
 2004 231   314    62   67.6    0.0   67.6   0.00   1.15   74.3   34.4   33.2    1.2   1.15   0.54    0.00    0.97
 2004 232   315    63   67.6    0.0   67.6   0.00   1.13   74.3   33.2   34.4    1.1   1.13   0.54    0.00    1.01
 2004 233   316    64   67.6    0.0   67.6   0.00   1.12   74.4   32.4   35.2    1.1   1.12   0.54    0.00    1.04
 2004 234   317    65   67.6    0.0   67.6   0.00   1.12   74.4   31.7   35.9    1.1   1.12   0.54    0.00    1.08
 2004 235   318    66   67.8    0.0   67.8   0.00   1.12   74.7   31.0   36.8    1.1   1.12   0.54    0.00    1.11
 2004 236   319    67   67.8    1.1   66.7   1.05   1.10   74.7   30.5   36.2    1.1   1.10   0.54    0.00    1.11
 2004 237   320    68   67.8    1.8   66.0   1.05   1.09   74.7   30.2   35.8    1.1   1.09   0.53    0.00    1.11
 2004 238   321    69   67.8    2.6   65.2   1.05   1.08   74.7   29.9   35.4    1.1   1.08   0.51    0.00    1.11
 2004 239   322    70   67.8    3.3   64.4   1.05   1.06   74.7   29.5   34.9    1.1   1.06   0.50    0.00    1.11
 2004 240   323    71   67.8    4.1   63.7   1.06   1.05   74.7   29.2   34.5    1.1   1.05   0.49    0.00    1.11
 2004 241   324    72   67.8    4.9   62.9   1.06   1.04   74.7   28.8   34.1    1.0   1.04   0.48    0.00    1.11
 2004 242   325    73   67.8    5.7   62.1   1.07   1.03   74.7   28.4   33.7    1.0   1.03   0.47    0.00    1.15
 2004 243   326    74   67.8    6.5   61.3   1.07   1.01   74.7   28.1   33.2    1.0   1.01   0.46    0.00    1.18
 2004 244   327    75   67.8    7.2   60.6   1.07   1.00   74.8   27.7   32.8    1.0   1.00   0.45    0.00    1.22
 2004 245   328    76   67.8    8.0   59.8   1.08   0.99   74.8   27.4   32.4    1.0   0.99   0.45    0.00    1.25
 2004 246   329    77   67.9    8.8   59.0   1.08   0.97   75.0   27.0   32.0    1.0   0.97   0.45    0.00    1.28
 2004 247   330    78   67.8    9.6   58.2   1.08   0.96   75.0   26.7   31.6    1.0   0.96   0.44    0.00    1.32
 2004 248   331    79   67.8   10.4   57.4   1.08   0.95   75.0   26.3   31.1    0.9   0.95   0.43    0.00    1.35
 2004 249   332    80   67.8   11.2   56.6   1.08   0.93   75.0   25.9   30.7    0.9   0.93   0.42    0.00    1.35
 2004 250   333    81   67.8   12.0   55.8   1.08   0.92   75.0   25.6   30.3    0.9   0.92   0.42    0.00    1.35
 2004 251   334    82   67.8   12.8   55.0   1.09   0.91   75.0   25.2   29.8    0.9   0.91   0.41    0.00    1.35
 2004 252   335    83   67.8   13.6   54.2   1.09   0.89   75.0   24.8   29.4    0.9   0.89   0.41    0.00    1.39
 2004 253   336    84   67.8   14.4   53.4   1.09   0.88   75.1   24.5   29.0    0.9   0.88   0.40    0.00    1.42
 2004 254   337    85   67.9   15.2   52.6   1.09   0.87   75.2   24.1   28.5    0.9   0.87   0.40    0.00    1.46
 2004 255   338    86   67.9   16.0   51.9   1.10   0.86   75.3   23.7   28.1    0.9   0.86   0.40    0.00    1.49
 2004 256   339    87   68.0   16.8   51.1   1.10   0.84   75.4   23.4   27.7    0.8   0.84   0.41    0.00    1.53
 2004 257   340    88   68.1   17.7   50.4   1.10   0.83   75.6   23.1   27.3    0.8   0.83   0.40    0.00    1.56
 2004 258   341    89   68.1   18.5   49.6   1.10   0.82   75.7   22.7   26.9    0.8   0.82   0.40    0.00    1.60
 2004 259   342    90   68.1   19.3   48.8   1.10   0.81   75.7   22.3   26.5    0.8   0.81   0.40    0.00    1.63
 2004 260   343    91   68.1   20.1   48.0   1.10   0.79   75.7   22.0   26.0    0.8   0.79   0.40    0.00    1.63
 2004 261   344    92   68.1   20.9   47.2   1.10   0.78   75.7   21.6   25.6    0.8   0.78   0.39    0.00    1.63
 2004 262   345    93   68.1   21.6   46.5   1.10   0.77   75.7   21.3   25.2    0.8   0.77   0.39    0.00    1.63
 2004 263   346    94   68.1   22.3   45.7   1.11   0.75   75.7   20.9   24.8    0.8   0.75   0.38    0.00    1.63
 2004 264   347    95   68.1   23.1   44.9   1.11   0.74   75.7   20.6   24.4    0.7   0.74   0.38    0.00    1.63
 2004 265   348    96   68.1   23.9   44.1   1.11   0.73   75.8   20.2   23.9    0.7   0.73   0.38    0.00    1.67
 2004 266   349    97   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 267   350    98   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 268   351    99   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 269   352   100   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 270   353   101   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 271   354   102   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 272   355   103   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 273   356   104   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 274   357   105   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 275   358   106   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 276   359   107   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 277   360   108   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 278   361   109   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 279   362   110   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 280   363   111   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 281   364   112   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 282   365   113   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 283   366   114   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 284   367   115   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 285   368   116   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 286   369   117   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 287   370   118   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 288   371   119   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 289   372   120   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 290   373   121   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 291   374   122   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 292   375   123   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 293   376   124   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67
 2004 294   377   125   68.1   24.7   43.3   1.11   0.72   75.8   19.8   23.5    0.7   0.72   0.38    0.00    1.67

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   7        : N120 P0                   MZCER045 GHWA0401    7              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  7   : N120 P0                   MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 169   252     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 170   253     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 171   254     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 172   255     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 173   256     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 174   257     5    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.20    0.00    0.00
 2004 175   258     6    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.11    0.00    0.00
 2004 176   259     7    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.94    0.00    0.00
 2004 177   260     8    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.74    0.00    0.00
 2004 178   261     9    0.9    0.0    0.9   0.00   3.68    0.0    0.5    0.4    3.7   3.68   1.63    0.00    0.00
 2004 179   262    10    1.0    0.0    1.0   0.00   3.35    0.1    0.7    0.3    3.3   3.35   1.26    0.00    0.00
 2004 180   263    11    1.3    0.0    1.3   0.00   3.41    0.4    1.0    0.3    3.4   3.41   1.16    0.00    0.00
 2004 181   264    12    1.6    0.0    1.6   0.00   3.55    0.8    1.3    0.4    3.5   3.55   1.28    0.00    0.00
 2004 182   265    13    1.9    0.0    1.9   0.00   3.53    1.1    1.5    0.4    3.5   3.53   1.23    0.00    0.00
 2004 183   266    14    2.2    0.0    2.2   0.00   3.42    1.5    1.9    0.3    3.4   3.42   1.42    0.00    0.01
 2004 184   267    15    2.6    0.0    2.6   0.00   3.48    1.9    2.3    0.3    3.5   3.48   1.30    0.00    0.01
 2004 185   268    16    3.1    0.0    3.1   0.00   3.62    2.3    2.7    0.4    3.6   3.62   1.16    0.00    0.01
 2004 186   269    17    3.4    0.0    3.4   0.00   3.42    2.7    3.0    0.3    3.4   3.42   1.34    0.00    0.01
 2004 187   270    18    3.9    0.0    3.9   0.00   3.40    3.3    3.5    0.3    3.4   3.40   1.27    0.00    0.01
 2004 188   271    19    4.5    0.0    4.5   0.00   3.37    4.0    4.1    0.3    3.4   3.37   1.40    0.00    0.02
 2004 189   272    20    5.1    0.0    5.1   0.00   3.63    4.8    4.7    0.4    3.6   3.63   1.55    0.00    0.02
 2004 190   273    21    5.5    0.0    5.5   0.00   3.45    5.0    5.1    0.3    3.5   3.45   1.22    0.00    0.02
 2004 191   274    22    6.1    0.0    6.1   0.00   3.28    5.7    5.7    0.3    3.3   3.28   1.30    0.00    0.03
 2004 192   275    23    8.4    0.0    8.4   0.00   4.18    8.1    8.0    0.4    4.2   4.18   1.25    0.00    0.03
 2004 193   276    24    9.2    0.0    9.2   0.00   4.06    8.8    8.8    0.4    4.1   4.06   1.14    0.00    0.03
 2004 194   277    25   10.3    0.0   10.3   0.00   4.02    9.9    9.9    0.4    4.0   4.02   1.16    0.00    0.04
 2004 195   278    26   11.5    0.0   11.5   0.00   4.09   11.5   11.1    0.5    4.1   4.09   1.55    0.00    0.04
 2004 196   279    27   11.5    0.0   11.5   0.00   3.85   11.5   11.1    0.5    3.8   3.85   1.53    0.00    0.04
 2004 197   280    28   12.8    0.0   12.8   0.00   3.91   12.7   12.2    0.6    3.9   3.91   1.35    0.00    0.04
 2004 198   281    29   13.8    0.0   13.8   0.00   3.90   13.6   13.1    0.7    3.9   3.90   1.21    0.00    0.05
 2004 199   282    30   13.8    0.0   13.8   0.00   3.74   13.6   13.1    0.7    3.7   3.74   1.21    0.00    0.05
 2004 200   283    31   14.7    0.0   14.7   0.00   3.71   14.5   13.8    0.9    3.7   3.71   1.17    0.00    0.05
 2004 201   284    32   16.3    0.0   16.3   0.00   3.79   16.2   15.1    1.2    3.8   3.79   1.21    0.00    0.06
 2004 202   285    33   16.3    0.0   16.3   0.00   3.63   16.2   15.0    1.4    3.6   3.63   1.20    0.00    0.06
 2004 203   286    34   16.3    0.0   16.3   0.00   3.52   16.2   14.9    1.5    3.5   3.52   1.20    0.00    0.06
 2004 204   287    35   17.4    0.0   17.4   0.00   3.49   17.3   15.5    1.8    3.5   3.49   1.19    0.00    0.06
 2004 205   288    36   18.7    0.0   18.7   0.00   3.51   18.6   16.3    2.3    3.5   3.51   1.22    0.00    0.07
 2004 206   289    37   18.7    0.0   18.7   0.00   3.42   18.6   16.2    2.5    3.4   3.42   1.21    0.00    0.07
 2004 207   290    38   19.1    0.0   19.1   0.00   3.31   19.0   16.2    2.8    3.3   3.31   1.19    0.00    0.07
 2004 208   291    39   19.4    0.0   19.4   0.00   3.23   19.4   16.3    3.2    3.2   3.23   1.18    0.00    0.08
 2004 209   292    40   19.4    0.0   19.4   0.00   3.12   19.4   16.0    3.4    3.1   3.12   1.17    0.00    0.08
 2004 210   293    41   19.8    0.0   19.8   0.00   3.05   19.8   16.1    3.8    3.1   3.05   1.16    0.00    0.08
 2004 211   294    42   20.7    0.0   20.7   0.00   3.03   20.7   16.4    4.3    3.0   3.03   1.18    0.00    0.09
 2004 212   295    43   20.7    0.0   20.7   0.00   2.93   20.7   16.1    4.6    2.9   2.93   1.15    0.00    0.09
 2004 213   296    44   21.2    0.0   21.2   0.00   2.89   21.2   16.2    5.0    2.9   2.89   1.16    0.00    0.10
 2004 214   297    45   22.8    0.0   22.8   0.00   2.93   22.9   16.9    5.9    2.9   2.93   1.20    0.00    0.10
 2004 215   298    46   22.8    0.0   22.8   0.00   2.82   22.9   16.5    6.3    2.8   2.82   1.17    0.00    0.11
 2004 216   299    47   24.0    0.0   24.0   0.00   2.81   24.1   16.8    7.1    2.8   2.81   1.19    0.00    0.11
 2004 217   300    48   24.0    0.0   24.0   0.00   2.75   24.1   16.6    7.4    2.7   2.75   1.19    0.00    0.11
 2004 218   301    49   24.2    0.0   24.2   0.00   2.66   24.3   16.3    7.9    2.7   2.66   1.16    0.00    0.12
 2004 219   302    50   24.2    0.0   24.2   0.00   2.58   24.3   16.0    8.2    2.6   2.58   1.14    0.00    0.12
 2004 220   303    51   25.5    0.0   25.5   0.00   2.59   25.7   16.3    9.2    2.6   2.59   1.17    0.00    0.13
 2004 221   304    52   25.5    0.0   25.5   0.00   2.53   25.7   16.1    9.4    2.5   2.53   1.16    0.00    0.13
 2004 222   305    53   25.5    0.0   25.5   0.00   2.46   25.7   15.8    9.7    2.5   2.46   1.14    0.00    0.13
 2004 223   306    54   25.5    0.0   25.5   0.00   2.40   25.7   15.5   10.0    2.4   2.40   1.13    0.00    0.13
 2004 224   307    55   25.5    0.0   25.5   0.00   2.35   25.7   15.3   10.2    2.3   2.35   1.12    0.00    0.13
 2004 225   308    56   26.4    0.0   26.4   0.00   2.35   26.6   15.6   10.8    2.4   2.35   1.13    0.00    0.14
 2004 226   309    57   27.6    0.0   27.6   0.00   2.37   27.9   15.5   12.1    2.4   2.37   1.14    0.00    0.14
 2004 227   310    58   27.6    0.0   27.6   0.00   2.34   27.9   15.1   12.5    2.3   2.34   1.13    0.00    0.14
 2004 228   311    59   27.6    0.0   27.6   0.00   2.28   27.9   14.4   13.2    2.3   2.28   1.11    0.00    0.14
 2004 229   312    60   27.6    0.0   27.6   0.00   2.24   27.9   13.9   13.7    2.2   2.24   1.09    0.00    0.14
 2004 230   313    61   27.6    0.0   27.6   0.00   2.23   27.9   13.6   14.0    2.2   2.23   1.09    0.00    0.14
 2004 231   314    62   27.6    0.0   27.6   0.00   2.21   27.9   13.2   14.4    2.2   2.21   1.08    0.00    0.14
 2004 232   315    63   27.6    0.0   27.6   0.00   2.18   27.9   12.7   14.9    2.2   2.18   1.07    0.00    0.14
 2004 233   316    64   27.6    0.0   27.6   0.00   2.17   27.9   12.3   15.3    2.2   2.17   1.06    0.00    0.14
 2004 234   317    65   27.6    0.0   27.6   0.00   2.17   27.9   12.0   15.6    2.2   2.17   1.06    0.00    0.14
 2004 235   318    66   27.6    0.0   27.6   0.00   2.17   27.9   11.7   15.9    2.2   2.17   1.06    0.00    0.14
 2004 236   319    67   27.6    0.6   27.0   1.73   2.15   27.9   11.5   15.5    2.1   2.15   1.06    0.00    0.14
 2004 237   320    68   27.6    1.1   26.5   1.77   2.10   27.9   11.3   15.2    2.1   2.10   1.05    0.00    0.14
 2004 238   321    69   27.6    1.6   26.0   1.78   2.05   27.9   11.0   15.0    2.0   2.05   1.02    0.00    0.14
 2004 239   322    70   27.6    2.2   25.4   1.78   2.01   27.9   10.8   14.6    2.0   2.01   1.02    0.00    0.14
 2004 240   323    71   27.6    2.8   24.8   1.78   1.96   27.9   10.6   14.2    2.0   1.96   1.03    0.00    0.14
 2004 241   324    72   27.6    3.4   24.2   1.77   1.94   27.9   10.4   13.8    1.9   1.94   1.03    0.00    0.14
 2004 242   325    73   27.6    3.9   23.7   1.78   1.90   27.9   10.2   13.5    1.9   1.90   1.04    0.00    0.14
 2004 243   326    74   27.6    4.4   23.2   1.78   1.86   27.9   10.0   13.2    1.9   1.86   1.03    0.00    0.14
 2004 244   327    75   27.6    5.0   22.6   1.78   1.83   27.9    9.8   12.8    1.8   1.83   1.04    0.00    0.14
 2004 245   328    76   27.6    5.6   22.0   1.78   1.80   27.9    9.7   12.3    1.8   1.80   1.04    0.00    0.14
 2004 246   329    77   27.6    6.2   21.4   1.78   1.79   27.9    9.6   11.8    1.8   1.79   1.05    0.00    0.14
 2004 247   330    78   27.6    6.7   20.9   1.78   1.75   27.9    9.4   11.5    1.7   1.75   1.05    0.00    0.14
 2004 248   331    79   27.6    7.3   20.3   1.78   1.72   27.9    9.3   11.0    1.7   1.72   1.06    0.00    0.14
 2004 249   332    80   27.6    7.9   19.7   1.78   1.68   27.9    9.1   10.7    1.7   1.68   1.06    0.00    0.14
 2004 250   333    81   27.6    8.5   19.1   1.78   1.66   27.9    8.9   10.2    1.7   1.66   1.07    0.00    0.14
 2004 251   334    82   27.6    9.1   18.5   1.77   1.64   27.9    8.8    9.7    1.6   1.64   1.07    0.00    0.14
 2004 252   335    83   27.6    9.7   17.9   1.77   1.60   27.9    8.6    9.3    1.6   1.60   1.08    0.00    0.14
 2004 253   336    84   27.6   10.3   17.3   1.77   1.58   27.9    8.5    8.8    1.6   1.58   1.08    0.00    0.14
 2004 254   337    85   27.6   10.9   16.7   1.77   1.56   27.9    8.4    8.4    1.6   1.56   1.09    0.00    0.14
 2004 255   338    86   27.6   11.5   16.1   1.77   1.53   27.9    8.2    7.9    1.5   1.53   1.10    0.00    0.14
 2004 256   339    87   27.6   12.1   15.6   1.77   1.51   27.9    8.1    7.4    1.5   1.51   1.10    0.00    0.14
 2004 257   340    88   27.6   12.7   15.0   1.77   1.47   27.9    7.9    7.0    1.5   1.47   1.11    0.00    0.14
 2004 258   341    89   27.6   13.3   14.4   1.76   1.43   27.9    7.7    6.7    1.4   1.43   1.11    0.00    0.14
 2004 259   342    90   27.6   13.9   13.8   1.76   1.40   27.9    7.5    6.2    1.4   1.40   1.12    0.00    0.14
 2004 260   343    91   27.6   14.4   13.2   1.76   1.38   27.9    7.4    5.8    1.4   1.38   1.12    0.00    0.14
 2004 261   344    92   27.6   15.0   12.6   1.76   1.33   27.9    7.2    5.4    1.3   1.33   1.13    0.00    0.14
